timestamp_utc,pid,name,role,working_set_mb,private_mb
2026-08-24T11:30:47Z,39916,Rscript.exe,network-build,6159.6,0
2026-08-24T11:30:57Z,39916,Rscript.exe,network-build,6159.7,0
2026-08-24T11:31:07Z,39916,Rscript.exe,network-build,6159,0
2026-08-24T11:31:17Z,39916,Rscript.exe,network-build,6159.4,0
2026-08-24T11:31:27Z,39916,Rscript.exe,network-build,6159.3,0
2026-08-24T11:31:37Z,39916,Rscript.exe,network-build,6159.5,0
2026-08-24T11:31:47Z,39916,Rscript.exe,network-build,6159.6,0
2026-08-24T11:31:58Z,39916,Rscript.exe,network-build,6159.6,0
2026-08-24T11:32:08Z,39916,Rscript.exe,network-build,6159.7,0
2026-08-24T11:32:18Z,39916,Rscript.exe,network-build,6159.6,0
2026-08-24T11:32:28Z,39916,Rscript.exe,network-build,6159.2,0
2026-08-24T11:32:38Z,39916,Rscript.exe,network-build,6159.2,0
2026-08-24T11:32:48Z,39916,Rscript.exe,network-build,6159.2,0
2026-08-24T11:32:58Z,39916,Rscript.exe,network-build,6159.2,0
2026-08-24T11:33:08Z,39916,Rscript.exe,network-build,6159.6,0
2026-08-24T11:33:18Z,39916,Rscript.exe,network-build,6159.5,0
